input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,decimal,divide_by_4,divide_by_6,divide_by_9
0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,252656,1,0,0
0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,227377,0,0,0
0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,178114,0,0,0
0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,53922,0,1,0
1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,862487,0,0,0
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1046010,0,1,0
0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,157806,0,1,1
0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,423087,0,0,0
0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,343396,1,0,0
0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,461135,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1032173,0,0,0
1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,805858,0,0,0
1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1029498,0,1,0
0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,129357,0,0,1
1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,573143,0,0,0
1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,757036,1,0,0
1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1035320,1,0,0
1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,620125,0,0,0
1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,574598,0,0,0
1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,569575,0,0,0
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,690310,0,0,0
0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,505498,0,0,0
0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,481445,0,0,0
0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,117722,0,0,0
1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1023046,0,0,0
0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,452965,0,0,0
0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,150606,0,1,1
1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,745882,0,0,0
1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1010204,1,0,0
0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,345051,0,0,1
0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,303947,0,0,0
0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,13245,0,0,0
1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,864799,0,0,0
1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,717935,0,0,0
0,0,1,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,170967,0,0,0
1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,881486,0,0,0
1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,955575,0,0,1
1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,751734,0,1,1
1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,538532,1,0,0
0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1,420753,0,0,0
0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,78377,0,0,0
0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,515606,0,0,0
0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,477120,1,1,0
1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,847276,1,0,0
0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,129898,0,0,0
0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,180067,0,0,0
0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,440653,0,0,0
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,263171,0,0,0
0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,6872,1,0,0
1,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,637131,0,0,0
1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,975328,1,0,0
0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,97230,0,1,0
1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,883030,0,0,0
0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,83522,0,0,0
0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,523408,1,0,0
0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,70627,0,0,0
1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,922121,0,0,0
0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,272911,0,0,0
0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,518569,0,0,0
1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,903120,1,1,0
1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,620051,0,0,0
0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,439212,1,1,0
0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,455258,0,0,0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,821253,0,0,0
0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,62994,0,1,0
0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,227883,0,0,0
1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1012457,0,0,0
0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,62624,1,0,0
0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,482021,0,0,0
0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,327914,0,0,0
0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,241682,0,0,0
1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,972766,0,0,0
0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,93851,0,0,0
0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,312666,0,1,0
1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1040675,0,0,0
1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,604039,0,0,0
1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,973382,0,0,0
1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,714618,0,1,1
0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,50730,0,1,0
0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,302017,0,0,0
0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,300578,0,0,0
1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,873349,0,0,0
1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,998677,0,0,0
0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,166303,0,0,0
1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,717632,1,0,0
1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,912292,1,0,0
1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,832863,0,0,0
0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,313707,0,0,0
0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,445833,0,0,1
0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,324740,1,0,0
1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,667263,0,0,0
0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,309048,1,1,0
0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,1,306599,0,0,0
1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,560157,0,0,0
1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,757489,0,0,0
1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,972175,0,0,0
0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,147949,0,0,0
0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,137098,0,0,0
1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,967372,1,0,0
0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,3016,1,0,0
0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,244531,0,0,0
0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,397238,0,0,0
0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,323481,0,0,0
1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,586761,0,0,0
1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,834796,1,0,0
1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,993294,0,1,1
1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,983655,0,0,1
1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,709629,0,0,0
0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,354314,0,0,0
1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,975581,0,0,0
0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,127680,1,1,0
0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,250926,0,1,0
1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,586820,1,0,0
0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,314169,0,0,0
1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1032186,0,1,0
1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,563753,0,0,0
1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,992561,0,0,0
0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,92021,0,0,0
1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,690306,0,1,0
0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,223081,0,0,0
1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,723397,0,0,0
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,53266,0,0,0
1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,935241,0,0,0
1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1007579,0,0,0
0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,259997,0,0,0
0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,330813,0,0,1
1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,945103,0,0,0
0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,398755,0,0,0
0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,40184,1,0,0
0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,40753,0,0,0
1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,783884,1,0,0
1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1028854,0,0,0
1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,960343,0,0,0
0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,127061,0,0,0
0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,166641,0,0,0
1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,813064,1,0,0
1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,959370,0,1,0
0,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,519103,0,0,0
1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1018439,0,0,0
1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,974887,0,0,0
0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,374319,0,0,1
1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1003725,0,0,1
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,81176,1,0,0
1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1011963,0,0,0
1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,968441,0,0,0
0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,178757,0,0,0
0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,362779,0,0,0
0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,405244,1,0,0
0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,438029,0,0,0
1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,664151,0,0,0
1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,839656,1,0,0
0,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,423720,1,1,1
1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,983642,0,0,0
1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,552361,0,0,0
1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,612522,0,1,1
0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,235154,0,0,0
1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,763425,0,0,1
0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,69271,0,0,0
0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,77020,1,0,0
0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,383945,0,0,0
1,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,843212,1,0,0
0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,15122,0,0,0
1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,793971,0,0,1
1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,797552,1,0,0
1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,880265,0,0,0
0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,507057,0,0,0
1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,652600,1,0,0
0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,98226,0,1,1
0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,379212,1,1,0
0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,64996,1,0,0
0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,228073,0,0,0
0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,206504,1,0,0
0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,341204,1,0,0
0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,218147,0,0,0
1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,895528,1,0,0
0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,167217,0,0,0
0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,316030,0,0,0
0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,187173,0,0,1
0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,316507,0,0,0
1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,888842,0,0,0
0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,228838,0,0,0
0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,35407,0,0,0
1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,573159,0,0,0
0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,427630,0,0,0
1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,536896,1,0,0
1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,748195,0,0,0
1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,879297,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,524620,1,0,0
0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,436584,1,1,0
0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,187187,0,0,0
0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,257452,1,0,0
0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,348555,0,0,0
1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,539538,0,1,0
0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0,277740,1,1,1
0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,93794,0,0,0
1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,624239,0,0,0
1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,754068,1,1,0
0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,176473,0,0,0
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,281737,0,0,0
1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,697381,0,0,0
0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,489589,0,0,0
1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,970769,0,0,0
1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,782342,0,0,0
0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,96770,0,0,0
0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,480140,1,0,0
1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1013191,0,0,0
0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,428464,1,0,0
0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,328937,0,0,0
0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,314975,0,0,0
0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,294500,1,0,0
0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,496579,0,0,0
0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,438660,1,1,1
0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,259503,0,0,0
1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,751462,0,0,0
1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,874135,0,0,0
1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,695239,0,0,0
1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,668944,1,0,0
1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,940058,0,0,0
0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,37470,0,1,0
1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,902203,0,0,0
0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,447244,1,0,0
1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,735145,0,0,0
0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,284409,0,0,1
0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,410552,1,0,0
0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,152546,0,0,0
1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,785629,0,0,0
0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,55587,0,0,0
1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1023147,0,0,1
1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,530409,0,0,0
1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,753518,0,0,0
1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,912581,0,0,0
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,19977,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,921824,1,0,0
1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1041318,0,1,1
1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,550526,0,0,0
0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,436017,0,0,0
1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,633112,1,0,0
0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,92288,1,0,0
0,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,186096,1,1,0
0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,355719,0,0,0
0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,74820,1,1,0
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,319513,0,0,0
1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,562763,0,0,0
1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,730845,0,0,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,33374,0,0,0
0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,396505,0,0,0
0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,123286,0,0,0
1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,587482,0,0,0
0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,494439,0,0,0
0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,147852,1,1,1
1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1011224,1,0,0
0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,202074,0,1,0
0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,376118,0,0,0
1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,619843,0,0,0
0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,304850,0,0,0
0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,372748,1,0,0
1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,605595,0,0,0
1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,620222,0,0,0
1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,720329,0,0,0
0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,171303,0,0,0
1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,915193,0,0,0
1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,0,615334,0,0,0
0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,368557,0,0,0
1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,635954,0,0,0
1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,705334,0,0,0
0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,386266,0,0,0
1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,0,681694,0,0,0
1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,717401,0,0,0
0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,375904,1,0,0
0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,54824,1,0,0
0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,54049,0,0,0
0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,294723,0,0,1
0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,335864,1,0,0
1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,696596,1,0,0
0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,291817,0,0,0
0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,138896,1,0,0
1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1039385,0,0,0
1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,567841,0,0,0
1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,527239,0,0,0
0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,417314,0,0,0
0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,461971,0,0,0
1,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,615142,0,0,0
0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,76600,1,0,0
